id,chain,dept,category,company,brand,date,productsize,productmeasure,purchasequantity,purchaseamount
86246,205,7,707,1078778070,12564,3/2/2012,12,OZ,1,7.59
86247,205,63,6319,107654575,17876,3/2/2012,64,OZ,1,1.59
86248,205,97,9753,1022027929,0,3/2/2012,1,CT,1,5.99
86249,205,25,2509,107996777,31373,3/2/2012,16,OZ,1,1.99
86250,205,55,5555,107684070,32094,3/2/2012,16,OZ,2,10.38
86251,205,97,9753,1021015020,0,3/2/2012,1,CT,1,7.8
86252,205,99,9909,104538848,15343,3/2/2012,16,OZ,1,2.49
86253,205,59,5907,102900020,2012,3/2/2012,16,OZ,1,1.39
86254,205,9,921,101128414,9209,3/2/2012,4,OZ,2,1.5
86255,205,73,7344,1068142161,20285,3/2/2012,8,CT,1,5.79
86256,205,41,4107,104113040,28204,3/2/2012,14.5,OZ,1,0.59
86257,205,21,2106,105100050,27873,3/2/2012,64,OZ,1,3.29
86258,205,8,814,102840020,18584,3/2/2012,15.5,OZ,1,3.29
86259,205,91,9122,108200080,2911,3/2/2012,10,OZ,1,1.99
86260,205,41,4120,101116616,15266,3/2/2012,6,OZ,1,0.89
86261,205,63,6315,107996777,31373,3/2/2012,64,OZ,1,3.59
86262,205,9,907,101410010,13791,3/2/2012,24,OZ,1,3.99
86263,205,97,9753,1021013323,0,3/2/2012,1,CT,1,8.87
86264,205,45,4509,1082650484,59628,3/2/2012,16,OZ,1,4.99
86265,205,26,2630,103700030,14647,3/2/2012,56,CT,1,1
86266,205,8,815,103900030,13296,3/2/2012,8,OZ,1,1.89
86267,205,81,8101,102820020,11186,3/2/2012,1,CT,1,4.77
86268,205,56,5615,101116616,15266,3/2/2012,16,OZ,1,6.29
86269,205,58,5824,108674585,55172,3/2/2012,16,OZ,1,3.29
86270,205,9,907,107225070,12465,3/2/2012,20,OZ,1,2.99
86271,205,97,9753,10000,0,3/2/2012,1,CT,1,0.69
86272,205,8,836,101116616,15266,3/2/2012,64,OZ,1,2.19
86273,205,19,1908,104530040,13915,3/2/2012,13,OZ,1,3.69
86274,205,9,904,1078735979,6734,3/2/2012,5,OZ,1,2.49
86275,205,64,6401,108066080,4098,3/2/2012,144,OZ,1,14.69
86276,205,32,3204,107040474,14245,3/2/2012,8,OZ,1,4.39
86277,205,56,5620,101116616,15266,3/2/2012,8,OZ,1,3.29
86278,205,30,3009,102100020,9886,3/2/2012,8,OZ,1,2.09
86279,205,97,9753,1021013424,0,3/2/2012,1,CT,4,14.64
86280,205,30,3009,104100040,19975,3/2/2012,8,OZ,1,1.79
86281,205,23,2301,101116616,15266,3/2/2012,16,OZ,2,2.59
86282,205,32,3202,101116616,15266,3/2/2012,24,OZ,1,3.19
86283,205,56,5620,102100020,9886,3/2/2012,8,OZ,1,4.59
86284,205,29,2928,104100040,9814,3/2/2012,5.6,OZ,1,1.49
86285,205,19,1905,105150050,16728,3/2/2012,32,OZ,1,2.69
86286,205,31,3101,105250050,15919,3/2/2012,1.7,OZ,1,2.99
86287,205,58,5823,107080070,16704,3/2/2012,16,OZ,1,4.59
86288,205,33,3309,102840020,18584,3/2/2012,13,OZ,1,3.99
86289,205,19,1905,105150050,16728,3/2/2012,18,OZ,1,4.19
86290,205,29,2908,103900030,13296,3/2/2012,16,OZ,1,1.59
86291,205,36,3630,107800070,5208,3/2/2012,144,OZ,1,4.99
86292,205,36,3626,104900040,17186,3/2/2012,144,OZ,1,5.79
86293,205,36,3612,108265787,4687,3/2/2012,128,OZ,1,1.39
86294,205,33,3319,102840020,15598,3/2/2012,9,OZ,1,3.99
86295,205,36,3630,104900040,23359,3/2/2012,144,OZ,1,5.79
86296,205,34,3410,107418272,16853,3/2/2012,7.5,OZ,1,2.19
86297,205,36,3611,108265787,4687,3/2/2012,405.6,OZ,1,6.29
86298,205,8,809,101300010,8164,3/3/2012,12,OZ,1,1.29
86299,205,71,7113,107940070,17521,3/3/2012,12,OZ,1,1
86300,205,60,6010,101116616,15266,3/3/2012,30,OZ,1,2.99
86301,205,81,8101,102820020,11186,3/3/2012,1,CT,2,9.54
86302,205,27,2702,102310020,13705,3/3/2012,17,LB,1,18.89
86303,205,81,8101,102610020,11320,3/3/2012,1,CT,1,3.59
86304,205,64,6408,101323212,40291,3/3/2012,0.75,LT,1,10.29
86305,205,36,3601,104900040,3809,3/4/2012,20,OZ,1,1.69
86306,205,56,5620,107592575,4368,3/4/2012,8,OZ,1,3.19
86307,205,41,4106,101116616,15266,3/4/2012,6.5,OZ,1,1.69
86308,205,63,6316,101116616,15266,3/4/2012,8,OZ,1,1.29
86309,205,33,3307,107641070,10160,3/4/2012,1.5,OZ,2,1
86310,205,23,2301,103340030,68309,3/4/2012,12,OZ,1,1.5
86311,205,44,4402,103100030,1358,3/4/2012,7,OZ,2,1.98
86312,205,26,2633,105400050,16048,3/4/2012,12,RL,1,8.39
86313,205,9,902,107641070,10160,3/4/2012,2.25,OZ,2,1.98
86314,205,56,5613,101116616,15266,3/4/2012,15,OZ,1,2.49
86315,205,8,811,104112949,3635,3/4/2012,24,OZ,1,3.19
86316,205,9,908,104980040,12592,3/4/2012,8,OZ,1,3.99
86317,205,64,6408,108289686,6276,3/5/2012,0.75,LT,1,8.29
86318,205,9,915,107312474,18613,3/5/2012,12,OZ,2,3.48
86319,205,63,6315,104138343,10091,3/5/2012,64,OZ,1,4.39
86320,205,16,1601,102200020,1827,3/5/2012,15,CT,1,1.29
86321,205,58,5899,107117474,22410,3/5/2012,16,OZ,5,13.05
86322,205,36,3611,108265787,4687,3/5/2012,202.8,OZ,1,4.49
86323,205,70,7002,1030813737,25162,3/6/2012,30,CT,1,2.39
86324,205,41,4105,101116616,15266,3/6/2012,14.75,OZ,6,8.34
86325,205,26,2634,103700030,3293,3/6/2012,6,RL,1,4.99
86326,205,41,4105,101116616,15266,3/6/2012,14.5,OZ,4,5.56
86327,205,73,7318,1030004535,10091,3/6/2012,32,CT,1,8.49
86328,205,41,4107,101116616,15266,3/6/2012,14.5,OZ,1,0.69
86329,205,56,5620,101116616,15266,3/6/2012,8,OZ,2,6.18
86330,205,41,4107,101116616,15266,3/6/2012,13.5,OZ,1,1.29
86331,205,75,7501,104589343,17521,3/6/2012,18,OZ,1,3.29
86332,205,37,3703,105100050,2820,3/6/2012,10.75,OZ,1,0.79
86333,205,26,2628,1077191373,13194,3/6/2012,1,RL,1,1
86334,205,29,2904,101600010,7860,3/6/2012,7.2,OZ,1,1.5
86335,205,72,7205,103500030,3830,3/6/2012,4.6,OZ,1,3.99
86336,205,33,3303,104166444,7179,3/6/2012,16,OZ,1,3.49
86337,205,63,6315,101116616,15266,3/6/2012,128,OZ,1,3.69
86338,205,29,2923,104100040,9814,3/6/2012,4.3,OZ,1,1.49
86339,205,21,2116,104300040,26420,3/6/2012,40.5,OZ,1,1.39
86340,205,97,9753,1022042424,0,3/6/2012,1,CT,3,34.99
86341,205,58,5823,107740070,2500,3/6/2012,2,OZ,1,0.89
86342,205,51,5134,107008575,26885,3/6/2012,7,OZ,1,2.69
86343,205,26,2628,104116343,8435,3/6/2012,1,RL,1,2.69
86344,205,97,9753,1022021020,0,3/6/2012,1,CT,3,27.3
86345,205,58,5827,107367575,3012,3/6/2012,12,OZ,2,7.58
86346,205,8,801,101300010,8164,3/6/2012,14,OZ,1,1.79
86347,205,24,2407,101700010,885,3/6/2012,4.75,OZ,1,0.6
86348,205,45,4508,104440040,7504,3/6/2012,11.4,OZ,1,5.49
86349,205,9,920,107978373,1081,3/6/2012,7.4,OZ,3,3
86350,205,51,5125,102580020,16668,3/6/2012,9,OZ,2,7.58
86351,205,5,501,101116616,15266,3/6/2012,17,OZ,1,3.99
86352,205,41,4108,105030050,17737,3/6/2012,15.5,OZ,1,1.29
86353,205,14,1404,102850020,10802,3/6/2012,16,OZ,1,1
86354,205,41,4109,105100050,2820,3/6/2012,11,OZ,2,1.18
86355,205,8,802,107550070,18204,3/6/2012,10,OZ,2,1.78
86356,205,54,5402,101800010,14029,3/6/2012,16.4,OZ,1,2.49
86357,205,9,908,107235979,2011,3/6/2012,10,OZ,1,2.69
86358,205,51,5106,103100030,9626,3/6/2012,8,OZ,1,2.49
86359,205,0,0,10000,0,3/6/2012,0,,2,-6.69
86360,205,51,5106,103100030,9626,3/6/2012,10.1,OZ,1,2.49
86361,205,10,1013,107402777,14200,3/6/2012,8,OZ,1,1
86362,205,54,5403,101800010,14029,3/6/2012,11.5,OZ,1,3.19
86363,205,4,427,102200020,506,3/6/2012,1.76,OZ,1,2.19
86364,205,51,5125,1071785474,11614,3/6/2012,8,OZ,3,5.09
86365,205,10,1013,103890030,5072,3/6/2012,17.2,OZ,1,3.29
86366,205,51,5128,1071785474,11614,3/6/2012,8,OZ,1,1.7
86367,205,63,6328,107590070,2073,3/7/2012,20,OZ,1,4.95
86368,205,4,405,1060069969,55864,3/7/2012,10,OZ,1,1.79
86369,205,63,6313,107357070,8185,3/7/2012,12,OZ,1,2.39
86370,205,55,5567,104154848,5603,3/7/2012,5.8,OZ,1,1.25
86371,205,25,2503,101116616,15266,3/7/2012,8,OZ,1,2.99
86372,205,9,902,101116616,15266,3/7/2012,14.4,OZ,1,3.19
86373,205,63,6315,101116616,15266,3/7/2012,128,OZ,1,3.69
86374,205,51,5128,101450010,20864,3/7/2012,10,OZ,1,2.09
86375,205,22,2201,104113040,28204,3/7/2012,60,OZ,1,0.99
86376,205,4,416,103400030,8247,3/7/2012,3.92,OZ,1,1.89
86377,205,57,5704,105360050,10074,3/7/2012,6,OZ,2,1.78
86378,205,55,5558,104154848,5603,3/7/2012,5.8,OZ,1,1.25
86379,205,57,5705,105360050,10074,3/7/2012,6,OZ,2,1.74
86380,205,36,3618,104900040,23359,3/7/2012,67.6,OZ,1,1.89
86381,205,27,2712,103270030,7966,3/7/2012,1,CT,1,5.09
86382,205,41,4107,101116616,15266,3/7/2012,15.25,OZ,1,0.69
86383,205,33,3303,102840020,10241,3/7/2012,10.5,OZ,1,4.29
86384,205,29,2903,105100050,72482,3/7/2012,15,OZ,1,0.99
86385,205,58,5812,1063690666,12339,3/8/2012,14,OZ,1,5.49
86386,205,27,2710,103320030,875,3/9/2012,14,LB,1,6.99
86387,205,64,6401,101820010,11616,3/9/2012,72,OZ,1,6.29
86388,205,9,902,103010030,20332,3/9/2012,16,OZ,1,3.19
86389,205,24,2410,104780040,19058,3/9/2012,4.25,OZ,1,1.99
86390,205,55,5552,104113040,84481,3/9/2012,48,OZ,1,4.29
86391,205,63,6315,1074236575,8499,3/9/2012,64,OZ,1,4.39
86392,205,5,501,103800030,14900,3/9/2012,20,OZ,1,4.29
86393,205,21,2106,103120030,12957,3/9/2012,64,OZ,1,2.99
86394,205,8,810,101116616,15266,3/9/2012,1,OZ,1,0.99
86395,205,63,6320,102685525,7667,3/9/2012,12,CT,1,1.69
86396,205,33,3318,104113040,28204,3/9/2012,15,OZ,1,1.55
86397,205,26,2613,103700030,10861,3/9/2012,27,CT,1,8.99
86398,205,18,1835,104116343,8435,3/9/2012,6.7,LB,1,5.89
86399,205,10,1010,105150050,16728,3/10/2012,5,OZ,2,5.18
86400,205,64,6406,108500080,673,3/10/2012,0.75,LT,4,27.96
86401,205,8,810,101116616,15266,3/10/2012,0.87,OZ,2,2.18
86402,205,63,6315,101116616,15266,3/10/2012,128,OZ,1,3.69
86403,205,9,907,107021070,69929,3/10/2012,11,OZ,1,1.09
86404,205,97,9753,1020999929,0,3/10/2012,1,CT,1,7.88
86405,205,5,501,101600010,3331,3/10/2012,21.6,OZ,1,5.99
86406,205,26,2628,104200040,2308,3/10/2012,1,RL,1,1
86407,205,9,907,101410010,13791,3/10/2012,13,OZ,1,3.49
86408,205,63,6320,102685525,7667,3/10/2012,18,CT,1,2.79
86409,205,5,501,1088491282,16363,3/10/2012,16.4,OZ,1,4.39
86410,205,63,6311,1082415080,22328,3/10/2012,16,OZ,1,4.99
86411,205,31,3101,107096979,17090,3/10/2012,4.5,OZ,1,2.29
86412,205,63,6317,102529323,16410,3/10/2012,64,OZ,1,3.79
86413,205,31,3101,105250050,15919,3/10/2012,3.5,OZ,1,2.99
86414,205,26,2622,101090010,15232,3/10/2012,5,CT,1,2.99
86415,205,30,3008,104133545,43106,3/10/2012,16,OZ,1,3.49
86416,205,63,6305,101630010,6509,3/10/2012,59,OZ,1,4.49
86417,205,33,3305,102840020,18584,3/10/2012,10,OZ,1,3.99
86418,205,26,2617,101090010,15232,3/10/2012,1,CT,1,1.89
86419,205,30,3010,104300040,9886,3/10/2012,14,OZ,1,3.49
86420,205,36,3611,101200010,803,3/10/2012,405.6,OZ,1,6.49
86421,205,32,3204,101116616,15266,3/11/2012,17,OZ,1,5.39
86422,205,37,3709,104178949,11224,3/11/2012,3,OZ,1,0.35
86423,205,56,5610,107592575,4368,3/11/2012,6,OZ,1,3.19
86424,205,41,4105,102400020,4704,3/11/2012,14.5,OZ,3,4.47
86425,205,9,907,101410010,13791,3/11/2012,13,OZ,1,3.49
86426,205,36,3631,107800070,23209,3/11/2012,67.6,OZ,1,1.69
86427,205,56,5610,101116616,15266,3/11/2012,5,OZ,1,3.29
86428,205,36,3630,104900040,3809,3/11/2012,67.6,OZ,1,1.89
86429,205,3,302,102800020,30272,3/11/2012,12,OZ,1,3.19
86430,205,41,4107,102400020,4704,3/11/2012,15.25,OZ,2,3.39
86431,205,9,907,107763373,17614,3/11/2012,24,OZ,1,2.79
86432,205,41,4105,102400020,4704,3/11/2012,28,OZ,1,2.19
86433,205,9,908,102430020,10577,3/11/2012,11.39,OZ,1,2.5
86434,205,38,3801,101116616,15266,3/11/2012,2,LB,1,2.09
86435,205,64,6409,108678585,17449,3/11/2012,0.75,LT,1,8.69
86436,205,59,5902,103450030,10165,3/11/2012,8,OZ,1,2.39
86437,205,63,6330,101116616,15266,3/11/2012,16,OZ,1,2.49
86438,205,26,2630,103700030,14647,3/11/2012,56,CT,2,2
86439,205,56,5620,107592575,4368,3/11/2012,8,OZ,1,3.19
86440,205,23,2301,102920020,12168,3/11/2012,16,OZ,1,1.79
86441,205,58,5812,105450050,1322,3/11/2012,16,OZ,1,3.79
86442,205,63,6315,101116616,15266,3/11/2012,128,OZ,1,3.69
86443,205,58,5823,104470040,13310,3/11/2012,9,OZ,2,8.58
86444,205,57,5710,107047070,20230,3/11/2012,6,OZ,2,1.98
86445,205,5,501,1088491282,8459,3/12/2012,13,OZ,1,4.39
86446,205,64,6409,104198545,4071,3/12/2012,1.5,LT,1,7.79
86447,205,16,1604,102200020,6021,3/12/2012,15,CT,1,1.29
86448,205,27,2702,104116343,28305,3/12/2012,4.4,LB,1,4.09
86449,205,32,3204,104179040,1698,3/12/2012,17,OZ,1,7.59
86450,205,30,3008,104133545,43106,3/12/2012,16,OZ,1,3.49
86451,205,63,6320,102685525,7667,3/13/2012,18,CT,1,2.79
86452,205,26,2630,103600030,9787,3/13/2012,120,CT,2,4.98
86453,205,26,2617,101090010,15232,3/13/2012,1,CT,1,3.99
86454,205,33,3303,104178040,19154,3/14/2012,3.25,OZ,1,1
86455,205,64,6409,104198545,4071,3/14/2012,1.5,LT,1,7.79
86456,205,33,3307,104157040,2017,3/14/2012,8,OZ,1,3.99
86457,205,63,6313,107020070,11244,3/14/2012,15.5,OZ,1,3.89
86458,205,56,5607,101116616,15266,3/14/2012,8,OZ,1,2.19
86459,205,58,5824,1076401474,304,3/14/2012,12,OZ,1,4.99
86460,205,4,418,104000040,11698,3/14/2012,4.62,OZ,1,1.89
86461,205,59,5902,101116616,15266,3/14/2012,8,OZ,1,1.89
86462,205,55,5556,104113040,28204,3/14/2012,56,OZ,1,2.49
86463,205,57,5704,105360050,10074,3/14/2012,6,OZ,1,0.89
86464,205,6,610,104900040,6869,3/14/2012,16,OZ,1,1.59
86465,205,63,6315,107996777,31373,3/14/2012,32,OZ,1,1.99
86466,205,36,3618,104900040,23359,3/15/2012,101.4,OZ,1,3.99
86467,205,64,6401,103410030,11704,3/15/2012,144,OZ,1,6.79
86468,205,36,3611,104900040,4599,3/15/2012,405.6,OZ,1,4.99
86469,205,56,5607,101116616,15266,3/15/2012,8,OZ,1,2.19
86470,205,9,907,107021070,69929,3/15/2012,24,OZ,1,1.09
86471,205,43,4302,101116616,15266,3/15/2012,12,OZ,1,3.19
86472,205,44,4407,103542737,14964,3/15/2012,24,OZ,1,3.99
86473,205,26,2628,103040030,17034,3/16/2012,8,RL,1,5.49
86474,205,99,9908,103338333,33170,3/16/2012,8,OZ,1,2.19
86475,205,74,7407,107033070,1783,3/16/2012,12,CT,1,3.99
86476,205,8,805,105160050,10267,3/16/2012,10,OZ,1,3.89
86477,205,29,2925,101340010,5232,3/16/2012,32,OZ,1,1.79
86478,205,9,908,107731777,17055,3/16/2012,25,OZ,1,5.99
86479,205,30,3008,104133545,43106,3/17/2012,1.5,OZ,1,0.75
86480,205,99,9908,103338333,33170,3/17/2012,16,OZ,1,1.49
86481,205,30,3010,104133545,43106,3/17/2012,1.5,OZ,1,0.75
86482,205,54,5403,107142171,54806,3/17/2012,14.8,OZ,1,4.39
86483,205,36,3632,107185474,74108,3/17/2012,20,OZ,2,2
86484,205,99,9909,107127979,6732,3/17/2012,7,OZ,2,8.38
86485,205,36,3628,101200010,12029,3/17/2012,20,OZ,1,1.49
86486,205,0,0,10000,0,3/17/2012,0,,4,5.81
86487,205,58,5812,101590010,1366,3/17/2012,16,OZ,2,3.18
86488,205,9,907,107021070,69929,3/17/2012,22,OZ,1,1.5
86489,205,64,6401,101820010,2510,3/17/2012,216,OZ,1,14.19
86490,205,4,416,103400030,8247,3/17/2012,1.45,OZ,1,0.99
86491,205,18,1835,104460040,9709,3/17/2012,3.3,LB,1,4.59
86492,205,64,6408,101834111,1387,3/17/2012,0.75,LT,1,6.49
86493,205,60,6011,101800010,14029,3/17/2012,16.3,OZ,4,8.79
86494,205,64,6408,108224282,5487,3/17/2012,0.75,LT,1,4.99
86495,205,24,2407,103900030,10383,3/17/2012,5,OZ,2,1.78
86496,205,64,6409,108678585,40382,3/17/2012,0.75,LT,2,9.98
86497,205,57,5705,103663232,4568,3/17/2012,6,OZ,2,1.78
86498,205,99,9908,103338333,33170,3/18/2012,160,OZ,1,5.99
86499,205,81,8101,101230010,2803,3/18/2012,1,CT,1,4.79
86500,205,5,519,101116616,15266,3/18/2012,12.7,OZ,1,3.29
86501,205,24,2415,103760030,11238,3/18/2012,15,OZ,2,3.98
86502,205,99,9909,107143070,5072,3/18/2012,22,OZ,1,2.59
86503,205,64,6409,104198545,4071,3/18/2012,1.5,LT,1,7.79
86504,205,4,422,107279979,19735,3/18/2012,5.5,OZ,1,2.39
86505,205,58,5833,104113040,6165,3/18/2012,48,OZ,1,8.89
86506,205,4,427,103400030,8682,3/18/2012,1.5,OZ,1,1.99
86507,205,81,8101,102820020,11186,3/18/2012,1,CT,1,4.77
86508,205,8,801,101116616,15266,3/18/2012,24,OZ,1,1.67
86509,205,24,2406,103760030,17027,3/18/2012,12,OZ,2,5
86510,205,4,416,104000040,16765,3/18/2012,1.76,OZ,1,0.99
86511,205,97,9753,1022020121,0,3/18/2012,1,CT,1,7.52
86512,205,4,416,104000040,26517,3/18/2012,1.14,OZ,1,0.99
86513,205,58,5823,107080070,16704,3/18/2012,16,OZ,1,4.59
86514,205,27,2704,104113040,28204,3/18/2012,64,OZ,1,3.99
86515,205,97,9716,104116343,8435,3/18/2012,128,OZ,1,2.69
86516,205,29,2921,102970020,8711,3/18/2012,3.95,OZ,4,5
86517,205,35,3509,109451494,20153,3/18/2012,75,OZ,2,6.78
86518,205,31,3108,102460020,11990,3/18/2012,26,OZ,1,1.09
86519,205,36,3601,101200010,13794,3/19/2012,144,OZ,1,3.99
86520,205,55,5559,104113040,28204,3/19/2012,30,OZ,1,2.49
86521,205,35,3509,1088596787,5428,3/19/2012,50,OZ,1,2.99
86522,205,15,1506,101819515,16180,3/19/2012,2.5,OZ,2,3.58
86523,205,35,3504,103700030,4628,3/19/2012,19,OZ,1,1.99
86524,205,56,5615,101116616,15266,3/19/2012,8,OZ,1,3.29
86525,205,35,3509,109451494,20153,3/19/2012,75,OZ,1,3.39
86526,205,4,416,103400030,16570,3/19/2012,1.4,OZ,1,0.99
86527,205,21,2105,105200050,7054,3/19/2012,32,OZ,8,8
86528,205,41,4107,104430040,9977,3/19/2012,14,OZ,2,3.18
86529,205,97,9753,1021017020,0,3/19/2012,1,CT,1,4.7
86530,205,5,501,1087694181,13478,3/19/2012,6,OZ,1,1
86531,205,58,5814,104660040,885,3/19/2012,2.9,OZ,1,1.39
86532,205,63,6316,107996777,31373,3/19/2012,16,OZ,1,1.69
86533,205,21,2117,102500020,26108,3/19/2012,67.5,OZ,1,2.89
86534,205,64,6408,108500080,6967,3/19/2012,0.75,LT,1,3.99
86535,205,59,5902,107592575,4368,3/19/2012,16,OZ,1,4.19
86536,205,97,9709,104205444,6394,3/19/2012,1,CT,1,1.49
86537,205,23,2301,102920020,12168,3/19/2012,16,OZ,2,3.58
86538,205,67,6703,104815545,13864,3/19/2012,12,OZ,1,1
86539,205,59,5907,102700020,2012,3/19/2012,15,OZ,1,1.85
86540,205,10,1010,103400030,8247,3/20/2012,24,OZ,1,2.69
86541,205,64,6401,107143979,15448,3/20/2012,72,OZ,1,5.99
86542,205,0,0,10000,0,3/20/2012,0,,1,-0.22
86543,205,36,3626,101200010,16391,3/20/2012,67.6,OZ,1,1.39
86544,205,9,907,107225070,12465,3/20/2012,20,OZ,1,3.09
86545,205,36,3630,107800070,5208,3/21/2012,67.6,OZ,1,1.69
86546,205,99,9908,103338333,33170,3/21/2012,16,OZ,2,3.98
86547,205,34,3411,107940070,17521,3/21/2012,12,OZ,1,2.49
86548,205,41,4109,105100050,2820,3/21/2012,11,OZ,4,2.36
86549,205,36,3630,107800070,23561,3/21/2012,67.6,OZ,1,1.69
86550,205,99,9909,107143070,5072,3/21/2012,22,OZ,1,2.59
86551,205,34,3410,107418272,16853,3/21/2012,7.5,OZ,1,2.19
86552,205,4,418,103400030,15113,3/21/2012,4.4,OZ,1,1.89
86553,205,39,3903,103000030,1058,3/21/2012,12,OZ,1,2.99
86554,205,99,9909,107127979,6732,3/21/2012,10,OZ,1,3.69
86555,205,36,3611,108265787,4687,3/21/2012,473.2,OZ,1,4.99
86556,205,9,901,1070897171,10653,3/21/2012,13.5,OZ,1,3.59
86557,205,41,4107,101116616,15266,3/21/2012,15.25,OZ,2,1.38
86558,205,2,214,101600010,1910,3/21/2012,5.1,OZ,2,2
86559,205,36,3629,101200010,23360,3/21/2012,67.6,OZ,1,1.69
86560,205,9,902,101116616,15266,3/21/2012,14.4,OZ,1,3.19
86561,205,30,3010,104100040,19975,3/21/2012,8,OZ,1,1.79
86562,205,5,501,101116616,15266,3/21/2012,17.3,OZ,1,3.29
86563,205,33,3308,102840020,3336,3/21/2012,9.75,OZ,1,3.49
86564,205,14,1404,104113040,28204,3/21/2012,48,OZ,1,1.99
86565,205,31,3108,102150020,10238,3/21/2012,4,OZ,1,1.99
86566,205,8,835,101340919,17823,3/21/2012,16,OZ,1,2.99
86567,205,33,3305,102840020,18584,3/21/2012,10,OZ,1,3.99
86568,205,9,908,107225070,2011,3/21/2012,11.5,OZ,1,2.69
86569,205,31,3101,102240020,12114,3/21/2012,2.4,OZ,1,2.99
86570,205,5,501,101600010,3331,3/21/2012,8.9,OZ,1,3.89
86571,205,19,1905,104180040,19713,3/21/2012,18,OZ,1,2.19
86572,205,9,907,107518575,11221,3/21/2012,15,OZ,1,3.49
86573,205,63,6316,107996777,31373,3/21/2012,16,OZ,2,3.38
86574,205,4,405,1076020373,55784,3/21/2012,9,OZ,1,1
86575,205,63,6311,107146474,2142,3/21/2012,32,OZ,1,5.29
86576,205,9,908,107731777,17055,3/21/2012,22,OZ,1,3.99
